text,labels,risk_level
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Robert Wilson, driver's license AB123456, insurance Anthem BCBS, substance abuse treatment.",pii,high
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,high
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,high
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,low
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,high
"Robert Wilson, driver's license AB123456, insurance Anthem BCBS, substance abuse treatment.",pii,high
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,low
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,low
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,high
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,low
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,low
"Robert Wilson, driver's license AB123456, insurance Anthem BCBS, substance abuse treatment.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,high
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,high
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,low
"Robert Wilson, driver's license AB123456, insurance Anthem BCBS, substance abuse treatment.",pii,high
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,high
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,low
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Robert Wilson, driver's license AB123456, insurance Anthem BCBS, substance abuse treatment.",pii,low
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,low
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,low
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,low
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,low
"Robert Wilson, driver's license AB123456, insurance Anthem BCBS, substance abuse treatment.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Patient's child attends Roosevelt Elementary School, spouse works at City Hospital.",pii,high
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,high
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,high
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Robert Wilson, driver's license AB123456, insurance Anthem BCBS, substance abuse treatment.",pii,low
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Patient ID 12345, photo attached, fingerprint on file, requires mental health services.",pii,low
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,low
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,high
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,high
"Patient's mother Jane Smith, 456 Oak Ave, emergency contact 555-7890, bipolar disorder.",pii,high
"Patient John Smith, SSN 123-45-6789, phone 555-1234, diagnosed with HIV infection.",pii,high
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Lisa White, social media @lisawhite123, IP address 192.168.1.1, depression treatment.",pii,high
"Mary Johnson, DOB 01/15/1985, email mary@email.com, requires psychiatric evaluation.",pii,low
"Michael Brown, passport AB1234567, employer Microsoft, sexually transmitted infection.",pii,low
"Sarah Davis, employee ID 789456, bank account 1234567890, genetic testing positive.",pii,low
"Patient lives at 123 Main Street, works at Apple Inc, credit card ending 4567.",pii,low
